G,speed,plvD_r,aecD_r,plvT_r,aecT_r,plvA_r,aecA_r,plvB_r,aecB_r,plvG_r,aecG_r
10,7,0.09660868842749241,0.141405721468416,0.08577527420776754,0.1331708330735321,0.09182025199490858,0.06764404912738688,0.020551756616722053,0.2314314062017235,0.06542926726942486,0.07212912401630604
10,2,0.056893981450948296,0.05661116270016625,0.253726275116905,0.03474884879967978,0.1321336277714251,0.08260755099453926,0.19802887953473558,0.2193172988122546,0.11586463692116666,0.0975420465430371
