G,speed,plvD_r,pliD_r,aecD_r,plvT_r,pliT_r,aecT_r,plvA_r,pliA_r,aecA_r,plvB_r,pliB_r,aecB_r,plvG_r,pliG_r,aecG_r
0,1,0.008552134006671902,0.025177683078746797,0.032369582971110485,-0.024955872877015214,-0.02895064687568231,0.052753826496087876,-0.0256223863301254,-0.037333789693324695,-0.0025158248974121175,-0.010755182113377369,-0.030552516015250362,-0.06423553914071625,-0.013461980250984136,0.025655618829820866,-0.002869703291104011
0,3,-0.020403799537533313,0.03945265211281817,-0.002401651959677297,0.0028693714244171545,-0.010757124086052885,0.021840102795466634,-0.0224454174201708,-0.034611272191324566,0.018895538867244013,-0.007444552690852663,0.012045914189101616,0.02166579525459071,-0.007967777778725267,-0.006509091329452306,0.025031695407350497
0,5,-0.022141289259470658,0.03328758307760753,-0.05197796131743267,-0.006039115477081828,-0.009825741134132312,0.003889596177907441,0.004755437026116554,0.020166835787171697,-0.022533192574791944,0.0004815940749988143,0.005677368917594074,-0.03702691092848235,0.010285047782828785,-0.013476158818086004,0.021933622276163606
0,7,-0.0010768260792625019,-0.007862549090075518,0.020079328024194803,-0.006564646093121635,-0.02076100190944158,0.018599709003164887,0.007127035899946547,0.024798960179579922,5.9878010426041356e-05,-0.03152827687569475,0.008850721471889911,-0.01134874081622126,0.0020568043174805386,0.007383683909120771,-0.01933869109952612
0,9,-0.022101066783112768,-0.0347560549999589,-0.0089775944834853,-0.00847963618075464,0.0011270927155294678,-0.037133426444500794,-0.00670479330671798,-0.011204680520640982,-0.06017507225263875,0.023751217425366657,-0.014556453130834849,0.007584045459482013,-0.05927476758386495,-0.024915055288381904,-0.03288648909957765
0,11,-0.017094057968022065,-0.0037734637200086247,0.0415043562586531,0.005538958523526704,6.462508171651104e-06,-0.003360408888487286,-0.009869187871209488,-0.007714823016867701,0.004490815597077412,0.022801760871108367,0.005584287479098441,-0.023415726942206696,-0.01658861482593119,-0.00279961308074229,0.0015304866948318235
0,13,-0.013450953412232108,0.006348537065772567,-0.004351596684308744,-0.008426913047680689,-0.00749557804541981,-0.001319441936159521,0.03269388701220616,-0.0018011431744572551,-0.006232420189341173,0.03557137409625385,0.024479642152810198,0.012479413995515786,0.014659963464739727,-0.03101816628368059,-0.0224381289066375
0,15,-0.016215336960755902,-0.02052867041246029,0.006139155082228513,0.014954669509766198,0.044819823766919585,-0.00870692269040665,0.002964635676867073,-0.0070641212948951235,0.0049299041695504055,-0.007731701283674417,-0.023679395754616858,0.02386910073215675,0.023185956321953177,0.014361524011790435,0.008161309121157461
0,17,0.04244653984640281,-0.013703210187768133,0.020933397643612444,-0.03296035739147926,0.00816828067316213,0.0015227128123591945,-0.010340154102685952,-0.011561137791758986,0.00444687220070772,0.009288628938647311,-0.0805142362970548,-0.013723662518296018,-0.007332891330289749,-0.005745905946864248,0.008629742636868819
0,19,-0.002237558581948578,0.013570276315969337,-0.014828428268912237,-0.01270148264457083,-0.030456546585757353,0.01660642320779445,-0.03827191021172258,-0.01941166894911832,0.005212539823568705,-0.011697615945140473,-0.015420901755667077,-0.00040312053179808016,0.010408644567195197,0.013290436518253495,-0.022747178464510454
2,1,0.04410092041878424,-0.023256086602330632,-0.00033077809936869643,-0.017690695111716958,0.02073727371187228,0.0026165799178110316,0.044612742011271446,0.002317934445859598,-0.006907036394451203,0.04633122226776719,-0.011859067008101087,2.1742909025855355e-05,0.013898137691862688,-0.02086027857914882,0.012397836859154795
2,3,0.03273430059059354,-0.0015251187407006647,0.0016723491003525128,0.06316008611493212,0.02275044727523628,0.020854113066954033,0.0786266252910831,0.004846261604449693,-0.0009935119677317685,0.04301589324243924,0.013484818934360935,-0.015218056558700068,0.0661977640051098,-0.04331288769533548,0.045481987132666754
2,5,0.06750717310512767,0.0003336620510452765,0.033049156759116155,0.09654659884722283,-0.005488258741445534,0.03258598656003937,0.07659359317322458,0.0054212340377958095,-0.008873083955705796,0.028065567126942678,-0.014809638070065894,0.03558808571718755,0.005922571612201901,-0.00722919622887413,-0.028600669088240608
2,7,0.033356334648865185,-0.0009651096636137264,-0.06384366771007188,0.1337096799426584,-0.007640888488456138,0.043395859995045354,0.11505066047296525,-0.029880936098257368,0.04928250032875139,0.026924466610045127,0.0130141561713982,0.02183604091119486,0.025246617488273802,0.009726141218347657,0.022314368807123813
2,9,-0.018451755558498515,-0.044528184408718086,0.03909841420608673,0.13499087494850504,0.033426782836307865,-0.006294497244060316,0.10977123883403946,-0.014742567161585922,0.06829442184886032,0.023169236463930928,-0.013548163366042625,0.034522820130492266,0.05084589627280252,-0.0004271263573649473,0.04343038216832535
2,11,-0.021899123950039137,-0.0016814748469586567,-0.00749194825448009,0.10225183124207836,-0.007232238621373149,-0.04184188220484156,0.15174001244105947,-0.015401157433287472,0.06812132386551228,-0.0122553291460001,-0.0018985592360304126,-0.011172119415756151,0.013406687579112288,0.028238252025718908,-0.0024303646515375934
2,13,0.054610292659470754,-0.03608471390804369,-0.0009115492770066843,0.1314730612057447,-0.024849666633181486,0.012814224673995244,0.13468932122415975,0.0009510668921157219,0.06346958118434579,-7.429223457806534e-06,-0.014424872421794507,0.03430403134832478,-0.005910125281235703,-0.054472272974967095,0.023474742106047393
2,15,0.04612843939813601,0.013913699184133044,0.009738677404404731,0.11674091230332242,0.027235263132583207,-0.017203209029324325,0.14324373838593238,-0.0025590287876079117,0.043049889120835565,0.027330769280609884,0.024480031705926372,0.0015388460185905327,0.017097591823309926,-0.02256648025223312,-0.017307660249910182
2,17,0.05112597085553882,-0.006962206375972275,0.012514128515894158,0.12646812595089293,0.010491384127565447,0.0037408057564704924,0.1257548091827176,0.014028855848318741,0.032696845041697266,0.03760978693202802,0.004632228739920273,0.03252551292179173,0.028215194693457672,0.02393665312537543,0.017420517215792294
2,19,0.05101775579777634,-0.0008566568149562043,-0.008546627550697593,0.060840563294021086,0.0007367124843664088,-0.012734948094673976,0.11514442012850094,-0.012670365344234323,0.03507865342110449,0.00490981417894399,0.0023132544557160142,0.00505372365763263,-0.0039374082995075445,0.026154864870210737,-0.013948707230298736
4,1,0.010400293053504454,-0.011996246806449121,-0.013800323404845175,-0.018106070515414886,0.0008429803266781321,-0.04967224883351603,0.06896298520424898,-0.01960625911271946,0.0331030647272378,0.0869949638525845,-0.01240735247505407,0.04133805484392365,-0.0026703329610257604,-0.03471936677070134,-0.04086679809042823
4,3,0.013903846923345191,0.0045088388836977385,-0.04947160105083833,0.20622087412132223,-0.015676406568797877,-0.004500980684121576,0.11847261745750824,-0.019351835658807957,0.05226687050612762,0.036841303172764316,-0.011298918209288852,0.011530053651450031,0.07274572135842836,-0.020981879361058744,0.04118716036766384
4,5,0.043342992574581976,0.05337993437165345,-0.009704301289488921,0.18462393180790485,-0.029822594001019616,0.0688964896713432,0.20150490318144607,-0.03438198165300742,0.05843076576488459,0.01832307591647911,-0.008380149058588795,0.040062702681433665,0.07566421260381155,0.0156430851379221,0.005830349449627318
4,7,0.06748336274167843,-0.00740217884962455,0.03545574532101551,0.15384561407295877,-0.029281481994401542,0.14943428880785006,0.2652495653533108,0.0031757344092727927,0.11758008552373105,0.06893045682623444,-0.0063584302087332225,0.13561461136321412,0.056640828159691105,-0.016769814673207022,0.05298396834605263
4,9,0.15238361725782953,-0.01119868456803013,0.055867406080082005,0.24226823088279084,-0.029504192869538183,0.21083733260092233,0.31133357173221754,-0.05444539790731272,0.2448033286462626,0.12156478996959459,-0.06724312955326962,0.25608329217770653,0.03631966839729431,-0.03213931581315611,0.041411435970601915
4,11,0.2907259316380917,0.03926417306738294,0.06836986658543989,-0.01324373287513678,-0.006194094721070524,0.22134153308982107,0.0055550597854688395,-0.10683613921255496,0.25830474633074857,-0.03332390485527248,-0.017221393105770855,0.1855380454744025,0.015345469885221718,-0.04116871764402281,0.05559773536344075
4,13,0.2115889128655774,0.021239055065936704,0.004352294366688738,-0.012725825364601276,0.002472230973433334,0.07900169263088344,0.027631760482087018,-0.07655058918759645,0.2777346860914656,-0.020453927893745057,-0.00315114685975984,0.14144876314754906,0.019012183660083865,-0.04104169862834345,0.03181746067011665
4,15,0.202690874032788,-0.02187365308721443,0.05082999169329312,-0.04864161705545055,0.022491504795521266,0.06631396303992682,0.005483692220078981,-0.06371692586833207,0.2295779662960277,-0.04062670741895627,0.002030345829665286,0.12586428334801397,-0.007380965009128371,-0.06823103059389934,0.01882399014749216
4,17,0.19052390950529197,-0.005361084814570683,0.002079171973202023,-0.025647673351588577,0.015242732075950855,0.07411515978384585,0.023206323988639338,-0.0503681534294141,0.2568356508706369,-0.0288010913682314,-0.0014786550448652735,0.14473727166863604,-0.006575980894963522,-0.059793076050531135,-0.006272589922866517
4,19,0.10379450308508226,-0.01355970715260117,-0.029146570771421722,-0.029342276971812343,0.02996512541683027,0.04342825551175969,0.01295894452477367,-0.042418198660934034,0.11633134601915682,-0.029662162772351446,-0.012253935906188717,0.12946641424347538,0.0020073211240306268,-0.08187184342333821,0.021506806248681388
6,1,0.08963864585186643,0.008201929991482514,0.04024350529846643,0.1392565332791848,0.01065899704677753,0.0255035826372491,0.21047757638743328,-0.01281827341668801,0.13415176073533241,0.15240522161805858,0.08053667271417558,0.015109987356750188,0.12115447077911642,0.0021973095791298766,-0.052309695358949804
6,3,0.08139693876244024,-0.008389812030990243,0.01686255310943172,0.27234068651987564,-0.0015899519866898072,0.09480455019228323,0.23363137784597263,0.0027577205410343683,0.00833243968313269,0.08100962697420393,-0.031735202641198536,0.08816793806102297,0.0920916769112622,-0.0101737814994882,0.052716091198626386
6,5,0.10893111751721989,-0.042995718624188314,0.21106867287265427,0.0220493699532494,0.0034002329801830775,0.2078903835226934,0.10172119870470671,-0.082195729656698,0.1824107076290802,0.08913374800654568,0.01792120794718933,0.22178648964451908,0.06698376589199874,0.0005026194000200153,0.09574274423917431
6,7,0.012756821389112508,-0.03880119349511271,0.016196165706274235,0.07586489651874082,0.0012484846025702376,0.04703335265313513,0.06496170882699488,-0.08005910940543949,0.14509268814228307,0.08505522568714825,0.002650519741195272,0.15919328772625493,0.04873077681912176,-0.0646232032295467,0.049271227816666555
6,9,0.007898744441959059,-0.04133693090712545,0.05073155507243722,-0.00032498429679410443,0.011414171783540707,0.05843017668480642,0.019629732676829572,-0.07335394370554647,0.22659478857550402,0.07123183343084172,0.008750986011444348,0.12672066761163056,0.040151962415386586,-0.025620143271538165,0.028242559190663524
6,11,-0.042315295843225784,-0.0416195612428953,-0.029713577804499187,-0.03481255395288315,0.017472556969008318,0.07335999390262489,0.011380906547044578,-0.08869168189664148,0.18011103078790042,0.05999573198640399,0.008962893506782131,0.10689808734032227,0.028750022661927895,-0.02016834392339703,0.018566932849512264
6,13,-0.0399681675048357,-0.03237788119535995,-0.009626949948487961,-0.034712928102345504,0.020099987531926777,-0.0029610058537553026,0.010137379770827532,-0.07802710813015813,0.21809857949755856,0.05409377584088211,0.009634433466605263,0.08509567586422304,0.016737733541115206,-0.04217416735477897,-0.00230690260687899
6,15,-0.025303979787768428,-0.061193085543072796,0.04330343173979875,-0.06011353537125459,0.0070150578294279845,-0.006106727737169537,-0.019860403290356436,-0.07957406768977303,0.1460017827522355,0.04747880226733555,0.013845695186135633,0.08100148211060189,-0.0031850969696197128,-0.05013422858233443,0.0033514863187198074
