G,speed,plvD_r,aecD_r,plvT_r,aecT_r,plvA_r,aecA_r,plvB_r,aecB_r,plvG_r,aecG_r,Average,PLVavg,AECavg
20,1.3,0.13931378,0.017153604,0.244034282,0.100393483,0.268383246,0.126937418,0.211127324,0.075761099,0.154823868,0.06440627,0.140233437,0.2035365,0.076930375
19,1.5,0.194846896,0.044418502,0.22953731,0.119533982,0.238904166,0.133278401,0.216058289,0.075026231,0.127471167,0.022124743,0.140119969,0.201363566,0.078876372
19.4,1.5,0.099670641,0.045606041,0.253576308,0.078166917,0.269878742,0.118801724,0.233513149,0.095102538,0.155735507,0.051092871,0.140114444,0.202474869,0.077754018
8,0.9,0.195832426,0.004838299,0.148015896,0.151856995,0.21548287,0.150805913,0.211614958,0.152231293,0.221904372,-0.053513796,0.139906923,0.198570104,0.081243741
10,2.5,0.097776456,0.018291114,0.282329462,0.125847177,0.175906614,0.185879678,0.216116392,0.125094389,0.099826808,0.070065062,0.139713315,0.174391146,0.105035484
34,8.1,0.060625553,0.005967027,0.207639098,0.131228848,0.192854095,0.193917386,0.275666216,0.152117823,0.136101079,0.03899399,0.139511112,0.174577208,0.104445015
34,9.3,0.084020851,-0.014625636,0.187121184,0.14776828,0.173961597,0.238416361,0.25470289,0.152575968,0.149640098,0.019558364,0.139313996,0.169889324,0.108738667
36,10.5,0.066678222,0.040906851,0.20364446,0.089321714,0.185933609,0.211394593,0.230954969,0.138612811,0.14742282,0.077412155,0.13922822,0.166926816,0.111529625
32,5.7,0.051859796,0.010642863,0.175488159,0.189161896,0.171833736,0.184859694,0.255031122,0.1224594,0.170957767,0.059321016,0.139161545,0.165034116,0.113288974
12,9.7,0.145494096,0.108160914,0.071622506,0.205647606,0.121245859,0.163762082,0.082387225,0.242202868,0.082294918,0.166665221,0.13894833,0.100608921,0.177287738
32,8.9,0.101026774,0.000796524,0.154918263,0.201347607,0.16343842,0.174126557,0.256583626,0.13860087,0.145389677,0.052497417,0.138872574,0.164271352,0.113473795
26,9.3,0.068686115,-0.031257037,0.160985132,0.135837676,0.164577988,0.251503654,0.275053298,0.114168777,0.204040867,0.044095613,0.138769208,0.17466868,0.102869737
24,5.7,0.100668389,-0.048168184,0.223279127,0.126070917,0.230808248,0.252443626,0.268372152,0.076958577,0.11496598,0.039509007,0.138490784,0.187618779,0.089362789
30,4.5,0.081679801,-0.029753504,0.209310643,0.18241648,0.207274663,0.160836627,0.240690371,0.09489835,0.181677901,0.055149247,0.138418058,0.184126676,0.09270944
30,4.1,0.073915787,-0.032643883,0.193738131,0.169192321,0.187876919,0.212157144,0.234309788,0.081478423,0.186209073,0.072033742,0.137826745,0.17520994,0.100443549
18,1.5,0.133457428,0.086587673,0.189866722,0.139135327,0.216191759,0.123891418,0.238739749,0.076200144,0.106493065,0.067053537,0.137761682,0.176949745,0.09857362
36,7.3,0.081147142,-0.023329631,0.209703326,0.120338265,0.192189416,0.238484995,0.282314602,0.120634923,0.091303121,0.063937475,0.137672363,0.171331521,0.104013205
10,9.7,0.152108017,0.17641345,0.09203949,0.238545022,0.098706587,0.166575869,0.060026277,0.182477551,0.05129714,0.158320406,0.137650981,0.090835502,0.18446646
17.4,1.5,0.130387312,0.080718786,0.20907759,0.12557776,0.245210848,0.132163532,0.245570304,0.090606396,0.090559319,0.025946389,0.137581824,0.184161075,0.091002573
18.8,1.5,0.135868997,0.040944399,0.226600028,0.108302129,0.229922731,0.105922426,0.220038424,0.091044135,0.144247239,0.072167768,0.137505828,0.191335484,0.083676171
16,0.9,0.124128711,0.057134966,0.231010079,0.044794541,0.227709749,0.144718787,0.156578776,0.118062191,0.199972659,0.069706098,0.137381656,0.187879995,0.086883317
26,5.3,0.104375189,0.012449121,0.177073804,0.145038498,0.178720462,0.25423555,0.20338545,0.104843215,0.152558291,0.039418893,0.137209847,0.163222639,0.111197055
12,7.7,0.12762326,0.110258366,0.069832289,0.205062479,0.126379621,0.158374284,0.098403626,0.229006362,0.066301628,0.17774562,0.136898754,0.097708085,0.176089422
34,1.7,0.092424843,-7.74E-05,0.239751306,0.129341656,0.215021743,0.137437636,0.233610205,0.116616284,0.124774798,0.077802468,0.136670354,0.181116579,0.092224129
24,2.5,0.14412871,0.026901072,0.222772954,0.090515146,0.225029455,0.207738748,0.180064179,0.024004274,0.204351769,0.040427215,0.136593352,0.195269413,0.077917291
38,11.3,0.08639481,0.005860622,0.19415062,0.043490229,0.203103314,0.138107194,0.248323689,0.166925873,0.189630124,0.08976186,0.136574834,0.184320511,0.088829156
26,2.9,0.095536675,0.042449586,0.159444345,0.194336008,0.164521063,0.163651845,0.188865993,0.074023396,0.178035732,0.103568601,0.136443324,0.157280762,0.115605887
32,6.5,0.086685961,0.025469163,0.170710061,0.175427563,0.153397478,0.209430148,0.235662068,0.103722537,0.12902552,0.074036922,0.136356742,0.155096218,0.117617267
24,8.9,0.101181741,0.028369338,0.178177805,0.176690963,0.178768491,0.260439679,0.274021254,0.049234268,0.122079522,-0.005599127,0.136336393,0.170845763,0.101827024
12,10.1,0.136697017,0.0978819,0.068358154,0.194446568,0.120638132,0.155993581,0.088285978,0.250654653,0.085435143,0.164754277,0.13631454,0.099882885,0.172746196
4,8.1,0.147034276,-0.012843267,0.082692814,0.295086915,0.179963061,0.226462276,0.074562345,0.206003768,0.090137217,0.063517834,0.135261724,0.114877943,0.155645505
4,8.5,0.198636847,0.031338607,0.057468076,0.287860148,0.125027411,0.243829015,0.043206509,0.226855308,0.086892612,0.050833134,0.135194767,0.102246291,0.168143242
10,10.5,0.140670325,0.148667124,0.090590398,0.241949957,0.107161103,0.171898895,0.064328899,0.189323255,0.03237813,0.164199311,0.13511674,0.087025771,0.183207708
36,8.5,0.053139916,-0.005567294,0.22489287,0.132597451,0.222076921,0.198125354,0.241015371,0.142400131,0.097211254,0.045002457,0.135089443,0.167667266,0.10251162
38,4.1,0.113575327,0.022379624,0.214499311,0.112128894,0.201078044,0.116051677,0.237899914,0.111078398,0.135098192,0.087046967,0.135083635,0.180430158,0.089737112
24,8.5,0.080193435,-0.025861281,0.178110555,0.153350399,0.188323861,0.277628284,0.284410466,0.069599002,0.138002046,0.005983691,0.134974046,0.173808073,0.096140019
36,5.3,0.095777852,-0.005550049,0.228390704,0.107770258,0.204091971,0.193919768,0.228164778,0.1324015,0.130201402,0.031870804,0.134703899,0.177325341,0.092082456
4,7.7,0.149077165,0.022800925,0.075167286,0.307218951,0.152465081,0.214111016,0.075956449,0.186788039,0.09719121,0.065924364,0.134670049,0.109971438,0.159368659
19.2,1.5,0.115600089,0.013148689,0.222252803,0.129018595,0.231189854,0.116333726,0.231274546,0.085306101,0.153450221,0.04802695,0.134560157,0.190753503,0.078366812
32,6.9,0.083381684,0.009534455,0.154991315,0.173106532,0.160984794,0.216611077,0.23568849,0.096314578,0.138810518,0.073275123,0.134269857,0.15477136,0.113768353
12,8.1,0.130624743,0.109569353,0.065476279,0.197172807,0.121111139,0.159195034,0.084732573,0.236953039,0.064759281,0.171617343,0.134121159,0.093340803,0.174901515
8,1.3,0.211307869,0.058163577,0.234357251,0.137626057,0.097662185,0.225846857,0.10014457,0.105955068,0.12924257,0.04035508,0.134066108,0.154542889,0.113589328
24,6.1,0.072178359,-0.006135367,0.196196505,0.121947051,0.213179994,0.209920402,0.272087849,0.054189877,0.151487079,0.055523264,0.134057501,0.181025957,0.087089045
10,0.5,0.073711562,0.04648006,0.148384307,0.193970789,0.168647879,0.091933291,0.244622383,0.146348808,0.217454591,0.00544639,0.133700006,0.170564144,0.096835868
36,10.9,0.088691916,-0.036358748,0.198060011,0.145577974,0.179991833,0.198556374,0.243924795,0.133918727,0.141824128,0.038497737,0.133268475,0.170498537,0.096038413
12,6.1,0.095654512,0.073010549,0.092393945,0.194801351,0.072387019,0.147069753,0.175003473,0.176813672,0.125107656,0.179611898,0.133185383,0.112109321,0.154261445
22,2.5,0.104091463,0.047812822,0.265930983,0.100345006,0.231189416,0.150120501,0.21415596,0.018186178,0.197565942,0.00242097,0.133181924,0.202586753,0.063777095
12,8.9,0.100119101,0.148869067,0.072159999,0.194846557,0.119960401,0.155401331,0.082632427,0.235559844,0.059401189,0.162859495,0.133180941,0.086854623,0.179507259
32,9.7,0.083665157,0.005480268,0.141986207,0.158047015,0.152797149,0.22303763,0.228958922,0.100300492,0.159490722,0.076833879,0.133059744,0.153379631,0.112739857
22,2.1,0.090400326,0.020352817,0.224692323,0.098912763,0.207130589,0.176857734,0.209146528,0.071044106,0.181311026,0.047452321,0.132730053,0.182536158,0.082923948
18.6,1.5,0.134163271,0.006999495,0.206027912,0.121080606,0.24075072,0.113973307,0.262963703,0.068014274,0.132500699,0.037955192,0.132442918,0.195281261,0.069604575
32,2.1,0.045468767,0.024710583,0.167859359,0.185983672,0.157855373,0.185493113,0.245341413,0.111045625,0.144604004,0.05524739,0.13236093,0.152225783,0.112496077
24,3.3,0.098771561,0.038048115,0.209506112,0.054398906,0.225649407,0.222525151,0.209255308,0.056796183,0.208572427,-0.003794769,0.13197284,0.190350963,0.073594717
10,8.9,0.161940452,0.120782009,0.086372594,0.245989746,0.08094782,0.151212072,0.05925942,0.186382328,0.064246357,0.161055406,0.13181882,0.090553329,0.173084312
10,10.1,0.14076044,0.17032122,0.073085203,0.215078607,0.09322495,0.159899449,0.059661322,0.192380904,0.042097349,0.16457377,0.131108321,0.081765853,0.18045079
34,3.7,0.048499505,-0.00783696,0.198950437,0.14562866,0.200549062,0.16686992,0.268020505,0.095616071,0.158995383,0.035637471,0.131093005,0.175002978,0.087183032
26,5.7,0.034303896,-0.029707169,0.178625817,0.127281806,0.176512037,0.258333843,0.248445958,0.065711695,0.177014093,0.071220022,0.1307742,0.16298036,0.098568039
32,11.3,0.110266334,0.032916482,0.13643996,0.163273972,0.120480178,0.175760221,0.226367348,0.127393112,0.168924706,0.044458976,0.130628129,0.152495705,0.108760553
10,8.5,0.123926023,0.15881132,0.068090261,0.251324753,0.083072172,0.157333892,0.058687431,0.179983379,0.061576805,0.162884472,0.130569051,0.079070538,0.182067563
26,6.5,0.051293806,-0.063573486,0.181539139,0.09400375,0.188350874,0.244652689,0.294710218,0.125611276,0.153380971,0.033603264,0.13035725,0.173855002,0.086859499
18,1.7,0.130935598,0.010697745,0.208289623,0.155280895,0.22157185,0.09444451,0.225976467,0.07366756,0.152533411,0.029353038,0.13027507,0.18786139,0.07268875
10,9.3,0.155624127,0.14186501,0.07769587,0.23867859,0.084205826,0.153762145,0.057331003,0.182693613,0.049640188,0.157357086,0.129885346,0.084899403,0.174871289
4,8.9,0.22782565,0.066312145,0.014794372,0.344838045,0.050560414,0.249884213,0.00246827,0.204421879,0.093007568,0.043360481,0.129747304,0.077731255,0.181763353
36,2.1,0.083337518,-0.011175764,0.191211486,0.08666241,0.17604564,0.188553441,0.192435704,0.123288174,0.179724111,0.086948477,0.12970312,0.164550892,0.094855348
32,10.9,0.086586636,-0.00814975,0.164230233,0.124316324,0.159916107,0.21821663,0.247095739,0.08111494,0.172084738,0.051419765,0.129683136,0.165982691,0.093383582
10,4.9,0.179094025,0.184463342,0.083117198,0.211275627,0.081871977,0.104824569,0.081677024,0.147877157,0.092631114,0.128494125,0.129532616,0.103678268,0.155386964
36,8.1,0.087716014,-0.022351479,0.180129232,0.063757045,0.173210154,0.212255641,0.249468712,0.147081763,0.1380441,0.065320162,0.129463134,0.165713642,0.093212626
4,6.9,0.11793292,-0.010386807,0.153502441,0.225765445,0.294707442,0.168136515,0.108847204,0.123271686,0.054294913,0.058397204,0.129446896,0.145856984,0.113036809
26,3.7,0.061711595,-0.001755032,0.177446641,0.151611069,0.17472291,0.27658445,0.186061606,0.057475063,0.17862167,0.030877006,0.129335698,0.155712884,0.102958511
10,10.9,0.120088232,0.128649693,0.074909487,0.243352007,0.113502031,0.170833521,0.069335249,0.182723721,0.026939611,0.160387522,0.129072107,0.080954922,0.177189293
17.8,1.5,0.123984967,0.079441702,0.227541623,0.099232319,0.266286316,0.0624391,0.217273322,0.045846677,0.129329069,0.038207393,0.128958249,0.192883059,0.065033438
32,3.7,0.07715133,0.007797409,0.151168337,0.118239055,0.165653717,0.16256843,0.241409604,0.111846662,0.192122248,0.060587147,0.128854394,0.165501047,0.092207741
36,6.1,0.060627117,-0.011792119,0.195138028,0.178110274,0.193768752,0.188743787,0.249263989,0.139470343,0.069435967,0.025059189,0.128782533,0.153646771,0.103918295
12,0.1,0.071623725,0.113153875,0.201826008,0.079973752,0.226987855,0.041254779,0.230403505,0.054362306,0.152275389,0.115854928,0.128771612,0.176623296,0.080919928
32,6.1,0.056560759,0.017103772,0.154450291,0.207841563,0.144160519,0.204660477,0.239560045,0.086501408,0.140296389,0.028899593,0.128003482,0.147005601,0.109001363
6,3.3,0.123701785,0.032146547,0.29682116,0.163266325,0.149462528,0.131423462,0.10077343,0.117617495,0.112068571,0.051209116,0.127849042,0.156565495,0.099132589
20,0.9,0.077566337,0.087392156,0.192019381,0.09331866,0.234980115,0.116937551,0.194921163,0.058387199,0.168344604,0.054144926,0.127801209,0.17356632,0.082036098
4,6.5,0.092625782,0.05701742,0.145244773,0.243253248,0.262026229,0.142540856,0.090611508,0.102566803,0.0817491,0.058400265,0.127603598,0.134451478,0.120755718
36,6.5,0.076518404,-0.054877296,0.180708832,0.167301825,0.176227899,0.191926231,0.259305613,0.109792081,0.129085803,0.03806045,0.127404984,0.16436931,0.090440658
10,11.3,0.105325562,0.117079533,0.067456865,0.21675,0.119439797,0.196624219,0.069172376,0.192305413,0.025635343,0.163121873,0.127291098,0.077405989,0.177176208
36,4.1,0.082614682,-0.014460555,0.22327685,0.139153258,0.200938148,0.184312809,0.20538275,0.102806578,0.097813804,0.049419871,0.12712582,0.162005247,0.092246392
36,7.7,0.089775479,-0.035122043,0.176872123,0.0824946,0.167935506,0.232998171,0.233936944,0.150640561,0.10662211,0.059729801,0.126588325,0.155028432,0.098148218
19.6,1.5,0.101808113,-0.008644745,0.240706815,0.05003595,0.249823401,0.097891388,0.251854239,0.120364869,0.141557279,0.020363388,0.12657607,0.197149969,0.05600217
10,8.1,0.132624523,0.160712999,0.071066191,0.233453345,0.069485108,0.139979777,0.058279144,0.170989197,0.06816023,0.157754894,0.126250541,0.079923039,0.172578042
32,8.5,0.027110151,-0.052909176,0.148895356,0.169991998,0.154572658,0.185696937,0.273392934,0.123106974,0.133921896,0.098514367,0.12622941,0.147578599,0.10488022
26,1.7,0.085019125,0.07709172,0.200340883,0.056593292,0.204300691,0.195851604,0.206539064,0.067903666,0.139590915,0.026195947,0.125942691,0.167158136,0.084727246
10,7.3,0.14043225,0.169208955,0.072143517,0.232168679,0.066221324,0.127570819,0.061798963,0.169766918,0.065625458,0.154065175,0.125900206,0.081244302,0.170556109
24,4.1,0.103697929,-0.017823616,0.197904406,0.072208573,0.199150535,0.234905871,0.224027171,0.022158878,0.189287518,0.033270261,0.125878753,0.182813512,0.068943993
38,6.9,0.114067656,0.014887168,0.188798905,0.042517176,0.194043663,0.145331771,0.236408789,0.127890499,0.126827702,0.064921828,0.125569516,0.172029343,0.079109688
32,2.5,0.048754328,0.067022611,0.153231666,0.168137303,0.154079965,0.178951631,0.160743381,0.088978418,0.177350154,0.055804042,0.12530535,0.138831899,0.111778801
30,2.1,0.059548597,-0.035312917,0.15987659,0.14978846,0.175248338,0.1836884,0.208721116,0.104898574,0.165264745,0.080369105,0.125209101,0.153731877,0.096686324
34,1.3,0.041065865,0.000170765,0.225952395,0.093324635,0.233172958,0.14119929,0.188427575,0.132667194,0.112873561,0.082939501,0.125179374,0.160298471,0.090060277
18,0.9,0.098102292,0.013858059,0.214663637,0.032029786,0.30995407,0.068398359,0.202748286,0.099162033,0.156789959,0.05556527,0.125127175,0.196451649,0.053802701
26,6.1,0.069444527,-0.031498104,0.179211647,0.120430532,0.189311928,0.234836733,0.232113438,0.084100525,0.113764059,0.054503691,0.124621898,0.15676912,0.092474675
26,4.1,0.071673888,0.032349389,0.169612783,0.108717146,0.168096553,0.226501926,0.177759944,0.07924072,0.164125388,0.047781084,0.124585882,0.150253711,0.098918053
22,1.3,0.119463021,0.017806973,0.205402222,0.033710809,0.202828227,0.131970264,0.239411889,0.086656928,0.162322388,0.043002703,0.124257542,0.185885549,0.062629535
38,5.3,0.083161536,0.017035513,0.178400107,0.125660645,0.199094383,0.12376893,0.225702814,0.117488192,0.109597872,0.059979872,0.123988986,0.159191342,0.08878663
38,11.7,0.061754301,-0.041052892,0.188194141,0.114368607,0.207652128,0.102990266,0.265913399,0.129761409,0.152887542,0.055555066,0.123802397,0.175280302,0.072324491
32,7.3,0.070905396,-0.008733281,0.126212012,0.151768288,0.140686129,0.203936067,0.229457212,0.102535465,0.173399502,0.041692383,0.123185917,0.14813205,0.098239784
38,6.5,0.079274739,-0.021477234,0.195421464,0.10725559,0.192686276,0.148382629,0.218518166,0.125440825,0.119192309,0.066418157,0.123111292,0.161018591,0.085203993
38,9.3,0.035898274,-0.025509117,0.179700342,0.091769102,0.187411274,0.156268967,0.245710013,0.137807288,0.146249952,0.075469333,0.123077543,0.158993971,0.087161115
28,1.7,0.035984815,0.05284442,0.231820052,0.10728553,0.183710865,0.162520174,0.188342658,0.102424949,0.1064614,0.058263655,0.122965852,0.149263958,0.096667746
36,3.7,0.056615347,-0.056662327,0.226612317,0.079550511,0.19685411,0.207453894,0.199650229,0.146153196,0.119715376,0.051222227,0.122716488,0.159889476,0.0855435
8,10.1,0.082562571,0.094788702,0.050232012,0.18124213,0.101884772,0.286010762,0.089519092,0.184042141,0.024718958,0.131069952,0.122607109,0.069783481,0.175430737
36,6.9,0.0468527,-0.033757719,0.172070545,0.155818961,0.16673973,0.191411839,0.232653711,0.148772316,0.084261585,0.059381148,0.122420482,0.140515654,0.104325309
10,6.5,0.144852487,0.187703716,0.066455027,0.230948042,0.064007307,0.122613817,0.059464399,0.150864662,0.053775352,0.143388584,0.122407339,0.077710914,0.167103764
20,0.1,0.058141568,0.050385,0.215338652,0.09711294,0.218370297,0.099767219,0.209525459,0.103674197,0.121064273,0.049931615,0.122331122,0.16448805,0.080174194
36,1.7,0.105552553,-0.014341704,0.188473484,0.112430344,0.184122069,0.158635114,0.187086949,0.118411392,0.13698508,0.043521682,0.122087696,0.160444027,0.083731366
38,10.1,0.09389977,-0.066095831,0.186660663,0.040742354,0.182822224,0.147817166,0.220286453,0.144387336,0.19336991,0.075095638,0.121898568,0.175407804,0.068389333
38,2.9,0.062616212,-0.00641442,0.177438725,0.133996833,0.176425202,0.124653494,0.195370863,0.137386199,0.149379429,0.066297167,0.12171497,0.152246086,0.091183855
38,4.9,0.075134457,-0.040665651,0.18304487,0.131712249,0.194515356,0.157125119,0.209849378,0.14998918,0.099341799,0.054488814,0.121453557,0.152377172,0.090529942
10,11.7,0.081770687,0.088770645,0.083811617,0.21586666,0.120038767,0.187693538,0.069439935,0.183043573,0.02368339,0.158970732,0.121308954,0.075748879,0.16686903
38,7.3,0.064661939,0.003545221,0.190695236,0.113315013,0.193036346,0.148158753,0.23924043,0.112821253,0.086821457,0.055227748,0.12075234,0.154891082,0.086613598
30,1.3,0.029506225,0.028868063,0.211221538,0.05541962,0.184632079,0.127088059,0.236738155,0.107508058,0.139318028,0.08229503,0.120259486,0.160283205,0.080235766
26,2.5,0.027720225,0.056295577,0.144334928,0.089663882,0.160637375,0.180294741,0.171093547,0.078921705,0.204261502,0.086511914,0.11997354,0.141609515,0.098337564
10,7.7,0.130627201,0.112279466,0.069795659,0.219102887,0.067369751,0.136869507,0.059239095,0.172826725,0.074791691,0.154198612,0.119710059,0.080364679,0.159055439
26,2.1,0.086026051,0.101530738,0.193244257,0.052702726,0.193007028,0.155581501,0.186879091,0.077279841,0.154559145,-0.00419261,0.119661777,0.162743114,0.076580439
6,0.9,0.097228358,0.065858868,0.060181146,0.120507085,0.12876059,0.190837906,0.189473587,0.113510761,0.194714407,0.031768174,0.119284088,0.134071618,0.104496559
38,10.5,0.049974211,-0.030973605,0.186511981,0.005694829,0.18593283,0.163494424,0.273060164,0.126990117,0.171048861,0.059695325,0.119142914,0.173305609,0.064980218
32,3.3,0.058429075,-0.046214859,0.148469882,0.1488044,0.141595284,0.171755841,0.19891435,0.106532608,0.192580475,0.069262265,0.119012932,0.147997813,0.090028051
10,4.5,0.100247811,0.138730086,0.101588216,0.184839593,0.099456645,0.106237313,0.105575997,0.111516476,0.108088492,0.123211925,0.117949255,0.102991432,0.132907079
4,10.9,0.206910737,0.052066209,0.018709894,0.329723069,0.033167651,0.259862407,-0.007744564,0.186513461,0.049260854,0.047401118,0.117587084,0.060060914,0.175113253
36,4.9,0.084554545,-0.027441188,0.219871309,0.098372784,0.184877885,0.149767228,0.251362916,0.085343104,0.110015485,0.018972405,0.117569647,0.170136428,0.065002867
10,6.9,0.125371281,0.115214102,0.071045027,0.222881697,0.071720106,0.127675025,0.057938707,0.16181684,0.06912501,0.149743709,0.11725315,0.079040026,0.155466275
38,2.1,0.066956312,0.003850638,0.195921078,0.082165046,0.178406784,0.133574275,0.177080092,0.117157342,0.132099947,0.083415927,0.117062744,0.150092843,0.084032646
32,4.9,0.082578219,0.005587036,0.135003563,0.141157298,0.138147586,0.187506576,0.198003441,0.120537401,0.120980092,0.037951051,0.116745226,0.13494258,0.098547872
38,7.7,0.067519268,-0.034446913,0.186759565,0.033847773,0.202194969,0.172935246,0.25578065,0.125922651,0.092256772,0.063347075,0.116611706,0.160902245,0.072321166
38,4.5,0.055753267,-0.029675303,0.189365973,0.125980617,0.175946752,0.142136506,0.218862118,0.114068681,0.112022009,0.058340804,0.116280142,0.150390024,0.082170261
26,1.3,0.096255313,0.038189621,0.192072072,0.05545096,0.153546407,0.159634717,0.210533457,0.065322433,0.143594883,0.047837947,0.116243781,0.159200426,0.073287136
4,6.1,0.074728049,-0.032293964,0.224283734,0.213523829,0.273865247,0.126833933,0.038744622,0.154422979,0.06973905,0.018293379,0.116214086,0.13627214,0.096156031
10,6.1,0.127139798,0.161910597,0.069310073,0.221958735,0.072943354,0.121700144,0.0566291,0.151240106,0.043555925,0.135714579,0.116210241,0.07391565,0.158504832
4,5.7,0.061089621,0.032595854,0.230207716,0.19686731,0.242575746,0.125272392,0.053298144,0.14344858,0.032735865,0.04375363,0.116184486,0.123981418,0.108387553
10,1.7,0.083337472,-0.001057685,0.222624846,0.113588593,0.0863921,0.1225293,0.178421031,0.154852085,0.081496287,0.118139187,0.116032322,0.130454347,0.101610296
10,5.7,0.091644047,0.167318887,0.074527519,0.23311365,0.063216142,0.104760568,0.064516346,0.144057131,0.062393773,0.142769342,0.114831741,0.071259565,0.158403916
8,8.1,0.0829485,0.120879002,0.040417745,0.218083187,0.078609514,0.228733488,0.074596908,0.13733957,0.027283039,0.132803221,0.114169417,0.060771141,0.167567694
32,1.7,0.037593438,0.005521745,0.184962288,0.089356924,0.15854551,0.119349595,0.193583473,0.12123524,0.153501098,0.077776108,0.114142542,0.145637161,0.082647922
38,8.9,0.075075843,-0.073254525,0.185005352,0.041286595,0.184309369,0.159784906,0.236860525,0.116421124,0.148834011,0.061921828,0.113624503,0.16601702,0.061231986
38,10.9,0.037309421,-0.068465034,0.163015346,0.075175874,0.184215918,0.137493103,0.247941732,0.149746043,0.129626857,0.078651581,0.113471084,0.152421855,0.074520313
8,11.3,0.05809675,0.145124349,0.030461344,0.146729927,0.069968365,0.220805005,0.111739747,0.197682415,0.015739552,0.136651837,0.113299929,0.057201152,0.169398707
4,9.7,0.228767191,0.038826881,0.023922438,0.371878542,0.031757604,0.199372506,-0.015953366,0.169718139,0.038226695,0.042365215,0.112888185,0.061344112,0.164432257
10,5.3,0.120681636,0.123469327,0.073333196,0.207719899,0.065103309,0.109689524,0.06685529,0.142067884,0.082363027,0.13748955,0.112877264,0.081667292,0.144087237
10,2.1,0.094188898,0.038702888,0.294361921,0.103667186,0.113267749,0.110335243,0.16059932,0.098863578,0.105777427,0.008180947,0.112794516,0.153639063,0.071949968
38,8.5,0.07255022,-0.100064403,0.190420724,0.049166894,0.199594407,0.152225598,0.270605582,0.118105278,0.117587492,0.055208063,0.112539986,0.170151685,0.054928286
4,11.3,0.222699359,0.000184346,0.004364022,0.295934319,0.009275203,0.28425426,-0.012312224,0.20124521,0.04753784,0.07026679,0.112344913,0.05431284,0.170376985
38,8.1,0.068378129,-0.053072209,0.180721295,0.093845354,0.178335176,0.098495229,0.251205043,0.095779709,0.140780063,0.068714324,0.112318211,0.163883941,0.060752481
34,0.9,-0.006157232,0.023250665,0.222822138,0.101706524,0.212001403,0.146326014,0.183025427,0.111604362,0.062911957,0.064285879,0.112177714,0.134920739,0.089434689
8,2.5,0.117952018,0.068121707,0.317485647,0.066549363,0.130053897,0.024620093,0.162527602,0.099849118,0.109803073,0.022929052,0.111989157,0.167564447,0.056413867
8,10.9,0.053337488,0.081903607,0.048713481,0.165496242,0.072716447,0.222615836,0.108933623,0.203371709,0.015038232,0.146019301,0.111814597,0.059747854,0.163881339
38,5.7,0.027619123,-0.065924372,0.179241896,0.094286189,0.196048635,0.147988672,0.236241296,0.118106483,0.124806404,0.059330192,0.111774452,0.152791471,0.070757433
38,9.7,0.029223104,-0.00764965,0.184916493,0.039860289,0.171327008,0.14254375,0.23785346,0.133852953,0.136955471,0.047931263,0.111681414,0.152055107,0.071307721
36,4.5,0.048883167,-0.022646949,0.180102879,0.058289013,0.160955793,0.165507521,0.22655101,0.107539652,0.13299471,0.057256146,0.111543294,0.149897512,0.073189077
22,0.9,0.078449035,0.017953499,0.195864653,0.107467906,0.202472789,0.120220857,0.20862482,0.020816513,0.10841202,0.054835582,0.111511767,0.158764663,0.064258871
12,4.9,0.133305865,0.105297201,0.171185077,0.130908105,0.050761062,-0.029823474,0.113298272,0.112911723,0.16067166,0.166138271,0.111465376,0.125844387,0.097086365
32,0.1,0.045194219,0.044825247,0.18551535,0.142500325,0.196647566,0.125839663,0.203424599,0.047037745,0.048207446,0.075241019,0.111443318,0.135797836,0.0870888
8,9.7,0.06841749,0.171022651,0.034497153,0.194063403,0.047411648,0.19564086,0.078934853,0.169564167,0.014431535,0.13988015,0.111386391,0.048738536,0.174034246
30,1.7,0.044922085,0.001972036,0.16739155,0.063062987,0.164242923,0.153555177,0.203165299,0.114203187,0.147315675,0.053073099,0.111290402,0.145407506,0.077173297
38,2.5,0.103238208,-0.030455501,0.163653433,0.072198583,0.172452375,0.106465838,0.192597745,0.079487538,0.142821153,0.11005973,0.11125191,0.154952583,0.067551238
8,3.3,0.099867654,0.132402876,0.144665249,0.14096823,0.083450338,0.122112451,0.081493642,0.049602849,0.158983236,0.097079048,0.111062557,0.113692024,0.108433091
18,0.5,-0.009047284,0.071722627,0.177321442,0.121958644,0.279431872,0.112325552,0.138768867,0.094136432,0.09150007,0.032049462,0.111016768,0.135594993,0.086438543
8,7.7,0.106126255,0.107388682,0.059205213,0.203566554,0.113638464,0.138996135,0.078547899,0.127156832,0.034737827,0.13076994,0.11001338,0.078451132,0.141575629
8,10.5,0.078640562,0.073915006,0.035268138,0.171384555,0.082949326,0.198463898,0.103486669,0.198348803,0.018027819,0.138818975,0.109930375,0.063674503,0.156186247
4,7.3,0.108647827,-0.040961698,0.176840022,0.212859745,0.264522498,0.124288443,0.087707132,0.097833816,0.036940873,0.023414591,0.109209325,0.13493167,0.083486979
8,6.9,0.06292896,0.101911994,0.062236608,0.203661927,0.106305022,0.143984761,0.086441979,0.121696137,0.060737039,0.137687274,0.10875917,0.075729922,0.141788419
12,5.7,0.103259888,0.104929875,0.102038094,0.175845701,0.034600227,-0.002435467,0.143861208,0.148435777,0.098969457,0.171229369,0.108073413,0.096545775,0.119601051
