G,speed,plvD_r,pliD_r,aecD_r,plvT_r,pliT_r,aecT_r,plvA_r,pliA_r,aecA_r,plvB_r,pliB_r,aecB_r,plvG_r,pliG_r,aecG_r
14.0,1.5,0.29373522595824625,-0.0023506305300300683,0.10886331100254798,0.25753122433024883,0.031064624313520032,0.23801256945838656,0.33029890248649385,0.08851950573629268,0.14366521042310862,0.2568215566277489,0.049562776171323666,0.2011882688428267,0.2381319770690606,0.005950179128330319,0.11985355251981164
14.0,1.9,0.3286084557234768,0.03159410469157702,0.14154298448492755,0.2778340519081757,0.05372546076695875,0.2463081345844522,0.3303770981606241,0.06766244846298888,0.1078935490332149,0.2517611920929374,0.026422110314469997,0.1504303198186792,0.22065041900694943,0.011614983558836271,0.09900219304454351
14.0,2.3,0.25830295701442785,0.026469440056922887,0.21776749956227495,0.3118915315727041,0.040752526059881104,0.24798672135528163,0.26890469375195597,0.04662998219408707,0.1701414172286115,0.2638035398046026,-0.0029919318388608755,0.19917687510802576,0.2067975025164307,-0.016469340368942105,0.1535442926442115
14.0,2.6999999999999997,0.2744904890183708,0.002919582600647678,0.1389301256037289,0.3308086294645972,0.0439357272069212,0.30870829929582855,0.24049464545107882,0.015127400596410368,0.16297517183560342,0.26918147161546324,-0.003727849829179655,0.2912492379517883,0.22363551818135832,-0.02084069559722002,0.23001618174083782
14.0,3.0999999999999996,0.2598623275993074,-0.004027723893895357,0.16799086584929354,0.3966417114173213,0.048119529705307154,0.19758695542613416,0.24563110058366236,0.04943040867952661,0.1234938856052507,0.21212685996037878,0.06420777445158604,0.19136576189900217,0.2182031993947276,-0.02616255985681907,0.25244498458100156
14.0,3.4999999999999996,0.1233164240483519,-0.006822657994674162,0.09907901591752635,0.3598014888083887,0.025054686442024295,0.19283576579020206,0.2167779834982906,0.0035716313491741753,0.19705575297643232,0.08971227614405396,-0.0032505485207942135,0.13168418239739674,0.22765463187367083,-0.023176807215131764,0.1556725291683276
14.0,3.8999999999999995,0.14782065098213948,-0.016984776889455926,0.15270635027705756,0.3342296898657283,0.04732867406189508,0.19578666911857198,0.2251436834527059,-0.004841246376897632,0.13714286016483365,0.14006950557278755,-0.019163838027627278,0.2599926801218395,0.23028664478812855,0.013601985483268426,0.21492967311589717
14.0,4.299999999999999,0.11009493056931373,0.00023641923431601988,0.07753215338774057,0.30886040901793493,0.04320148332875411,0.16799746897365997,0.2419000732126848,0.01118226596851493,0.1566088397657799,0.06434143210136878,-0.02979886628538507,0.19902861471412903,0.21981253666852718,0.03376412658126979,0.14228164203052995
14.0,4.699999999999999,0.1326874061889691,-0.0037861769471835872,0.11578897618081886,0.3336764320814137,0.027526036789460258,0.2264444145016538,0.29038095338110376,0.017172134687327773,0.22425896329060307,0.15126268980280919,-0.021053885936615512,0.20033273709559124,0.18133968844864634,-0.001140768246952007,0.21057942975982671
14.0,5.1,0.08634125087761838,-0.015395570466442606,0.1306981337179561,0.3224522451000261,0.04187850781341738,0.20322997261230816,0.266499020893682,0.011124650270779935,0.17190835624648448,0.13290254504762203,0.014147554857994377,0.18845612711551368,0.16460036286390817,-0.016874612347754506,0.16432602970809018
14.0,5.499999999999999,0.07269130942871334,0.0007094897200651919,0.08544391918251525,0.3195408195079771,0.013741680758407782,0.14399395841651427,0.2503314461525093,-0.0017648973108762684,0.15948774467075802,0.1357831029694204,-0.02704668592700848,0.14651058464120784,0.18684913470826903,0.007395105590411794,0.1337943114175009
14.0,5.899999999999999,0.09432104666100352,0.011311727356955634,0.054941574250348124,0.30508767545085624,0.013305552920394988,0.18710640325454428,0.24168558882743124,0.024653863099129144,0.15799859635886299,0.1540992037204484,-0.005064030091351844,0.19849196034248895,0.12208900352302636,0.006571945290152518,0.12034653752066692
14.0,6.299999999999999,0.0902376916631555,0.04217284676589464,-0.0061472209313505844,0.35180020474422763,0.019561011473939037,0.16907090570693342,0.32368908385027967,-0.009737687845928161,0.20743138865607505,0.18626610992975248,-0.011451469264034751,0.15056365324095294,0.1072185652863653,-0.01452443113856684,0.1233464165579519
14.0,6.699999999999999,0.07535116696747568,0.02926895749451135,0.08752617371805091,0.339668095752415,0.061651763563180945,0.18046547305112687,0.3328586193186463,0.028297946224379807,0.1699793375545153,0.15377144755521122,0.00526550559057311,0.17749637103307786,0.08390718462731817,-0.012460729625039874,0.11465561829095335
14.0,7.099999999999999,0.12590298996251725,0.01979474772398504,0.10653815531609866,0.3343289306482263,0.031909290247059865,0.26992489887747617,0.34344065339203916,0.015887463828030288,0.16132975915099187,0.2141914354037057,0.02049770216030357,0.26212914638802803,0.14417570358555234,0.025287152970329647,0.1814507533000293
14.0,7.499999999999998,0.11120405349700323,0.0078246895934137,0.04934672292685415,0.30687755638556014,-0.014652890889014775,0.19753795823008535,0.3471005625521919,-0.006021573969730719,0.12237280353278943,0.20487136603070524,-0.024205598237576405,0.258686874241649,0.06700581794426498,0.019743436083406587,0.18931800603863833
14.0,7.899999999999999,0.17681068162795543,-0.037823990438417554,0.11200792401081079,0.23255407381031862,-0.02673874077818256,0.19143595803199892,0.21787714639689515,-0.003882026826031167,0.1235457307623562,0.22730298866300067,0.03900121338001643,0.2732171216859073,0.18127743322595063,0.003628512625856476,0.2364972335068139
14.0,8.299999999999999,0.133975919272029,0.0223890057976157,0.09291463913506454,0.24083887895047612,-0.016165783260088377,0.2484712592901123,0.35079877073409604,0.02152953999434905,0.09997058570999108,0.23517030027763727,0.04289148399853382,0.219271287583384,0.09126277262811695,-0.008523054925972825,0.20607340565908663
14.0,8.7,0.1345120432609735,-0.02768682908441119,0.07099689687849235,0.12046841958239111,-0.006188609285921222,0.1899132750734744,0.07567589616581977,-0.042567188641376826,0.09030502484192555,0.21348997622598523,0.05174058786325473,0.2427121681249127,0.1479811334826538,0.032612791711625067,0.23184937167322123
14.0,9.099999999999998,0.18256713353961215,-0.02574313399025357,0.12996221801271143,0.12082266001697116,-0.006744021228925238,0.18110253417460254,0.07953364972255125,-0.03617734591435177,0.09046094471094807,0.21559824102546138,0.054876385899280455,0.23936729959193695,0.13319635429342702,0.03955490378414922,0.22144967553843276
14.0,9.499999999999998,0.10110094346084718,-0.02408860503233,0.06764400558052375,0.09937204794773707,0.00022651503837768988,0.20252235132933455,0.08316766014265929,-0.031046586054513346,0.12289459179505095,0.2238476800371212,0.07559069743878755,0.24924076321780547,0.13190981259811904,0.026413180604455074,0.2268667574302621
14.0,9.899999999999999,0.08572642249143118,-0.025559417822583808,0.0960588022007084,0.08079063992928895,0.0008822893662735452,0.18678193292413162,0.0863865464322277,-0.03566014667139302,0.12318198719993459,0.220882172727889,0.06788504983289477,0.2523007636029514,0.1183881246261674,0.028524188271976187,0.22933646483000777
14.2,1.5,0.3052718272215347,0.008096149897587822,0.1430170530328959,0.22904993518503333,0.02870553034743559,0.23930050333671724,0.3370628752232855,0.07848425134643125,0.12591274913238554,0.251245930926766,0.05086303469777989,0.1810997138289342,0.22634350406689321,-0.0029117851243572433,0.1328182793881692
14.2,1.9,0.28300493313505215,0.04643665389332808,0.15636982370759317,0.2759740230513699,0.04639488301173094,0.22417699215249828,0.32038667816349636,0.05140661637661095,0.145016843807337,0.22752606750416668,-0.007576145323906504,0.17929908038750766,0.23208202540359882,0.004092088845308611,0.1219917615233226
