G,speed,peak
9.0,11.5,4.814814814814817
10.0,0.5,7.972315750093529
10.0,1.0,11.20463898241676
10.0,1.5,6.82566404788627
10.0,2.0,6.470258136924804
10.0,2.5,6.363636363636364
10.0,3.0,2.562663673774786
10.0,3.5,3.2098765432098766
10.0,4.0,3.456790123456791
10.0,4.5,4.029180695847361
10.0,5.0,3.827160493827161
10.0,5.5,3.9506172839506175
10.0,6.0,4.612794612794614
10.0,6.5,4.074074074074075
10.0,7.0,4.197530864197531
10.0,7.5,4.197530864197531
10.0,8.0,4.320987654320989
10.0,8.5,4.320987654320989
10.0,9.0,4.640852974186307
10.0,9.5,4.444444444444444
10.0,10.0,4.444444444444444
10.0,10.5,4.859708193041527
10.0,11.0,4.567901234567901
10.0,11.5,4.567901234567901
10.5,0.5,9.047886270108494
10.5,1.0,11.483352038907597
10.5,1.5,5.58361391694725
10.5,2.0,7.293303404414516
10.5,2.5,6.146651702207257
10.5,3.0,2.450430228208006
10.5,3.5,3.0864197530864206
10.5,4.0,3.3333333333333335
10.5,4.5,4.053497942386832
10.5,5.0,3.703703703703703
10.5,5.5,3.827160493827161
10.5,6.0,4.3658810325476995
10.5,6.5,3.9506172839506175
10.5,7.0,4.074074074074075
10.5,7.5,4.074074074074075
10.5,8.0,4.197530864197531
10.5,8.5,4.197530864197531
10.5,9.0,4.764309764309766
10.5,9.5,4.320987654320989
10.5,10.0,4.320987654320989
10.5,10.5,4.590347923681257
10.5,11.0,4.444444444444444
10.5,11.5,4.444444444444444
11.0,0.5,8.774784885895999
11.0,1.0,11.649831649831652
11.0,1.5,4.730639730639732
11.0,2.0,5.892255892255893
11.0,2.5,6.44219977553311
11.0,3.0,3.2304526748971196
11.0,3.5,3.3333333333333335
11.0,4.0,3.2098765432098766
11.0,4.5,3.3333333333333335
11.0,5.0,3.9468761690983922
11.0,5.5,3.703703703703703
11.0,6.0,3.703703703703703
11.0,6.5,3.827160493827161
11.0,7.0,3.9506172839506175
11.0,7.5,3.9506172839506175
11.0,8.0,4.074074074074075
11.0,8.5,4.074074074074075
11.0,9.0,4.2648709315376
11.0,9.5,4.197530864197531
11.0,10.0,4.197530864197531
11.0,10.5,4.197530864197531
11.0,11.0,4.320987654320989
11.0,11.5,4.320987654320989
11.5,0.5,9.221848110737001
11.5,1.0,11.582491582491585
11.5,1.5,9.829779274223718
11.5,2.0,4.655817433595211
11.5,2.5,5.65282454171343
11.5,3.0,2.845117845117846
11.5,3.5,3.086419753086419
11.5,4.0,2.962962962962963
11.5,4.5,3.2098765432098766
11.5,5.0,3.4904601571268237
11.5,5.5,3.9450056116722787
11.5,6.0,3.5802469135802473
11.5,6.5,3.703703703703703
11.5,7.0,4.107744107744107
11.5,7.5,3.827160493827161
11.5,8.0,4.186307519640853
11.5,8.5,3.9506172839506175
11.5,9.0,3.9506172839506175
11.5,9.5,4.133931911709691
11.5,10.0,4.074074074074075
11.5,10.5,4.074074074074075
11.5,11.0,4.392068836513282
11.5,11.5,4.197530864197531
12.0,0.5,7.953610175832397
12.0,1.0,11.537598204264873
12.0,1.5,8.928170594837262
12.0,2.0,3.419378974934531
12.0,2.5,2.6767676767676765
12.0,3.0,5.613542835765059
12.0,3.5,3.065843621399177
12.0,4.0,2.839506172839506
12.0,4.5,3.0864197530864206
12.0,5.0,3.2098765432098766
12.0,5.5,3.3333333333333335
12.0,6.0,3.456790123456791
12.0,6.5,3.5802469135802473
12.0,7.0,3.5802469135802473
12.0,7.5,3.703703703703703
12.0,8.0,3.703703703703703
12.0,8.5,3.827160493827161
12.0,9.0,3.827160493827161
12.0,9.5,3.827160493827161
12.0,10.0,3.9506172839506175
12.0,10.5,3.9506172839506175
12.0,11.0,3.9506172839506175
12.0,11.5,4.324728769173214
12.5,0.5,9.092779648335206
12.5,1.0,11.419753086419755
12.5,1.5,7.822671156004489
12.5,2.0,2.899364010475122
12.5,2.5,3.9562289562289568
12.5,3.0,5.611672278338946
12.5,3.5,5.089786756453424
12.5,4.0,2.469135802469136
12.5,4.5,2.839506172839506
12.5,5.0,3.2659932659932664
12.5,5.5,3.2098765432098766
12.5,6.0,3.430602319491208
12.5,6.5,3.3333333333333335
12.5,7.0,3.456790123456791
12.5,7.5,3.737373737373738
12.5,8.0,3.5802469135802473
12.5,8.5,3.5802469135802473
12.5,9.0,3.703703703703703
12.5,9.5,3.703703703703703
12.5,10.0,4.163860830527497
12.5,10.5,3.827160493827161
12.5,11.0,3.827160493827161
12.5,11.5,3.827160493827161
13.0,0.5,8.774784885895999
13.0,1.0,9.78114478114478
13.0,1.5,7.972315750093529
13.0,2.0,8.047138047138048
13.0,2.5,2.977927422371867
13.0,3.0,4.132061354283577
13.0,3.5,5.555555555555556
13.0,4.0,5.454545454545454
13.0,4.5,2.469135802469136
13.0,5.0,2.839506172839506
13.0,5.5,2.962962962962963
13.0,6.0,3.0864197530864206
13.0,6.5,3.2098765432098766
13.0,7.0,3.527871305649083
13.0,7.5,3.3333333333333335
13.0,8.0,3.5578002244668916
13.0,8.5,3.456790123456791
13.0,9.0,3.456790123456791
13.0,9.5,3.5802469135802473
13.0,10.0,3.5802469135802473
13.0,10.5,3.5802469135802473
13.0,11.0,3.7579498690609796
13.0,11.5,3.703703703703703
13.5,0.5,8.454919566030679
13.5,1.0,9.721286943509167
13.5,1.5,8.21174710063599
13.5,2.0,8.125701459034792
13.5,2.5,7.442947998503556
13.5,3.0,2.4036662925551817
13.5,3.5,4.586606808829031
13.5,4.0,4.88776655443322
13.5,4.5,5.1271979049756835
13.5,5.0,2.7964833520389076
13.5,5.5,2.7964833520389085
13.5,6.0,2.9255518144407033
13.5,6.5,2.962962962962963
13.5,7.0,3.1780770669659564
13.5,7.5,3.1818181818181825
13.5,8.0,3.2098765432098766
13.5,8.5,3.2098765432098766
13.5,9.0,3.3333333333333335
13.5,9.5,3.3333333333333335
13.5,10.0,3.542835765057987
13.5,10.5,3.456790123456791
13.5,11.0,3.456790123456791
13.5,11.5,3.456790123456791
14.0,0.5,8.071455293677516
14.0,1.0,9.554807332585112
14.0,1.5,7.944257388701834
14.0,2.0,8.080808080808081
14.0,2.5,7.9536101758324005
14.0,3.0,6.524504302282081
14.0,3.5,6.206509539842874
14.0,4.0,2.7216610549943883
14.0,4.5,4.193789749345306
14.0,5.0,4.141414141414142
14.0,5.5,4.953236064347176
14.0,6.0,3.85147774036663
14.0,6.5,2.469135802469136
14.0,7.0,3.279087167976057
14.0,7.5,2.839506172839506
14.0,8.0,3.5334829779274224
14.0,8.5,2.962962962962963
14.0,9.0,3.5447063224841004
14.0,9.5,3.1799476243920695
14.0,10.0,3.4680134680134684
14.0,10.5,3.2098765432098766
14.0,11.0,3.2098765432098766
14.0,11.5,3.2098765432098766
14.5,0.5,8.49420127197905
14.5,1.0,9.599700710811822
14.5,1.5,8.077066965955854
14.5,2.0,8.112607557052002
14.5,2.5,8.00411522633745
14.5,3.0,7.757201646090536
14.5,3.5,7.102506546950992
14.5,4.0,6.546950991395438
14.5,4.5,6.157875046763936
14.5,5.0,3.507295173961841
14.5,5.5,4.064721286943509
14.5,6.0,4.1713430602319495
14.5,6.5,4.350916573138797
14.5,7.0,4.646464646464647
14.5,7.5,4.689487467265245
14.5,8.0,2.987280209502432
14.5,8.5,2.7833894500561165
14.5,9.0,3.161242050130939
14.5,9.5,3.1444070332959217
14.5,10.0,2.9161990273101375
14.5,10.5,2.9685746352413025
14.5,11.0,3.3445566778900115
14.5,11.5,2.839506172839506
15.0,0.5,7.0819304152637494
15.0,1.0,9.39019827908717
15.0,1.5,8.125701459034792
15.0,2.0,8.092031425364759
15.0,2.5,7.964833520389075
15.0,3.0,7.992891881780772
15.0,3.5,7.656191545080434
15.0,4.0,7.459783015338572
15.0,4.5,6.763935652824543
15.0,5.0,6.618032173587729
15.0,5.5,6.447811447811448
15.0,6.0,6.371118593340816
15.0,6.5,5.097268986157875
15.0,7.0,4.423868312757202
15.0,7.5,3.3445566778900115
15.0,8.0,4.7007108118219225
15.0,8.5,2.7403666292555178
15.0,9.0,4.7699214365881035
15.0,9.5,5.091657313879537
15.0,10.0,2.6599326599326596
15.0,10.5,3.799102132435466
15.0,11.0,3.1612420501309386
15.0,11.5,3.664421997755331
15.5,0.5,7.171717171717171
15.5,1.0,9.141414141414142
15.5,1.5,8.264122708567154
15.5,2.0,8.256640478862701
15.5,2.5,8.073325851103629
15.5,3.0,7.970445192667415
15.5,3.5,7.890011223344557
15.5,4.0,7.689861578750468
15.5,4.5,7.615039281705948
15.5,5.0,7.304526748971194
15.5,5.5,7.1567527123082675
15.5,6.0,6.812570145903479
15.5,6.5,6.739618406285073
15.5,7.0,6.934156378600823
15.5,7.5,6.707818930041152
15.5,8.0,6.603067714178825
15.5,8.5,6.515151515151515
15.5,9.0,6.616161616161616
15.5,9.5,6.601197156752712
15.5,10.0,6.610549943883277
15.5,10.5,6.294425738870183
15.5,11.0,6.219603441825665
15.5,11.5,5.635989524878414
16.0,0.5,7.1791994014216245
16.0,1.0,9.242424242424244
16.0,1.5,8.329592218481109
16.0,2.0,8.131313131313133
16.0,2.5,8.28095772540217
16.0,3.0,8.309016086793866
16.0,3.5,8.125701459034792
16.0,4.0,8.04900860456416
16.0,4.5,7.910587355031801
16.0,5.0,7.779648335203891
16.0,5.5,7.661803217358773
16.0,6.0,7.304526748971194
16.0,6.5,7.166105499438833
16.0,7.0,6.760194537972315
16.0,7.5,6.851851851851851
16.0,8.0,6.730265619154508
16.0,8.5,7.078189300411523
16.0,9.0,6.784511784511785
16.0,9.5,6.793864571642349
16.0,10.0,6.717171717171716
16.0,10.5,6.724653946876169
16.0,11.0,6.741488963711184
16.0,11.5,6.8649457538346415
16.5,0.5,7.141788252899364
16.5,1.0,9.502431724653947
16.5,1.5,8.363262252151143
16.5,2.0,8.42499064721287
16.5,2.5,8.696221473999252
16.5,3.0,8.546576879910214
16.5,3.5,8.322109988776656
16.5,4.0,8.146277590722036
16.5,4.5,8.026561915450806
16.5,5.0,7.938645716423495
16.5,5.5,8.103254769921437
16.5,6.0,7.938645716423495
16.5,6.5,7.867564534231202
16.5,7.0,7.676767676767677
16.5,7.5,7.471006359895248
16.5,8.0,7.551440329218107
16.5,8.5,7.278338945005612
16.5,9.0,7.457912457912458
16.5,9.5,7.312008978675646
16.5,10.0,7.22035166479611
16.5,10.5,6.836887392442947
16.5,11.0,7.255892255892256
16.5,11.5,7.30265619154508
17.0,0.5,6.393565282454172
17.0,1.0,9.263000374111487
17.0,1.5,8.251028806584362
17.0,2.0,8.097643097643099
17.0,2.5,8.48858959970071
17.0,3.0,8.40628507295174
17.0,3.5,8.335203890759445
17.0,4.0,8.47549569771792
17.0,4.5,8.346427235316122
17.0,5.0,8.030303030303031
17.0,5.5,8.411896745230079
17.0,6.0,8.258511036288812
17.0,6.5,8.127572016460903
17.0,7.0,8.247287691732136
17.0,7.5,7.933034044145155
17.0,8.0,8.166853722409277
17.0,8.5,8.06210250654695
17.0,9.0,7.886270108492331
17.0,9.5,7.92368125701459
17.0,10.0,8.146277590722034
17.0,10.5,8.069584736251402
17.0,11.0,7.719790497568275
17.0,11.5,7.76094276094276
17.5,0.5,6.301907968574635
17.5,1.0,9.356528245417133
17.5,1.5,8.28095772540217
17.5,2.0,8.112607557052002
17.5,2.5,8.424990647212868
17.5,3.0,8.583988028432472
17.5,3.5,8.937523381967825
17.5,4.0,8.466142910587354
17.5,4.5,8.507295173961838
17.5,5.0,8.649457538346427
17.5,5.5,8.439955106621772
17.5,6.0,8.3576505798728
17.5,6.5,8.396932285821174
17.5,7.0,8.479236812570145
17.5,7.5,8.441825664047887
17.5,8.0,8.247287691732136
17.5,8.5,8.323980546202767
17.5,9.0,8.243546576879911
17.5,9.5,8.151889263000374
17.5,10.0,8.367003367003369
17.5,10.5,7.994762439206883
17.5,11.0,8.112607557052002
17.5,11.5,8.297792742237187
18.0,0.5,5.768799102132435
18.0,1.0,10.014964459408903
18.0,1.5,8.000374111485224
18.0,2.0,8.01720912832024
18.0,2.5,8.228582117471007
18.0,3.0,8.655069210624763
18.0,3.5,8.567153011597457
18.0,4.0,8.72615039281706
18.0,4.5,8.55031799476244
18.0,5.0,8.72615039281706
18.0,5.5,8.834642723531612
18.0,6.0,8.443696221474
18.0,6.5,8.428731762065096
18.0,7.0,8.410026187803966
18.0,7.5,8.52600074822297
18.0,8.0,8.408155630377852
18.0,8.5,8.408155630377854
18.0,9.0,8.415637860082304
18.0,9.5,8.361391694725029
18.0,10.0,8.522259633370744
18.0,10.5,8.649457538346427
18.0,11.0,8.60643471754583
18.0,11.5,8.424990647212871
18.5,0.5,5.336700336700337
18.5,1.0,9.023569023569024
18.5,1.5,7.609427609427611
18.5,2.0,8.058361391694726
18.5,2.5,8.490460157126824
18.5,3.0,8.531612420501311
18.5,3.5,8.511036288814067
18.5,4.0,8.539094650205762
18.5,4.5,8.286569397680509
18.5,5.0,8.787878787878787
18.5,5.5,8.585858585858587
18.5,6.0,8.458660680882904
18.5,6.5,8.686868686868687
18.5,7.0,8.486719042274599
18.5,7.5,8.484848484848486
18.5,8.0,8.359521137298914
18.5,8.5,8.338945005611674
18.5,9.0,8.466142910587356
18.5,9.5,8.449307893752337
18.5,10.0,8.473625140291809
18.5,10.5,8.352038907594464
18.5,11.0,8.359521137298914
18.5,11.5,8.482977927422372
19.0,0.5,5.142162364384586
19.0,1.0,9.715675271230829
19.0,1.5,7.706696595585485
19.0,2.0,7.7833894500561165
19.0,2.5,8.492330714552935
19.0,3.0,8.396932285821174
19.0,3.5,8.441825664047887
19.0,4.0,8.408155630377852
19.0,4.5,8.711185933408155
19.0,5.0,8.576505798728022
19.0,5.5,8.836513280957726
19.0,6.0,8.511036288814067
19.0,6.5,8.748597081930415
19.0,7.0,8.617658062102505
19.0,7.5,8.636363636363637
19.0,8.0,8.473625140291807
19.0,8.5,8.421249532360644
19.0,9.0,8.439955106621772
19.0,9.5,8.705574261129817
19.0,10.0,8.391320613542836
19.0,10.5,8.46988402543958
19.0,11.0,8.664421997755332
19.0,11.5,8.406285072951741
19.5,0.5,4.506172839506172
19.5,1.0,8.913206135428357
19.5,1.5,6.943509165731387
19.5,2.0,7.375607931163486
19.5,2.5,7.656191545080435
19.5,3.0,8.224841002618781
19.5,3.5,8.653198653198652
19.5,4.0,8.823419378974934
19.5,4.5,8.698092031425366
19.5,5.0,8.75233819678264
19.5,5.5,8.492330714552935
19.5,6.0,8.574635241301907
19.5,6.5,8.628881406659184
19.5,7.0,8.443696221474
19.5,7.5,8.651328095772538
19.5,8.0,8.78226711560045
19.5,8.5,8.514777403666292
19.5,9.0,8.361391694725029
19.5,9.5,8.699962588851477
19.5,10.0,8.499812944257389
19.5,10.5,8.45117845117845
19.5,11.0,8.468013468013467
19.5,11.5,8.432472876917322
20.0,0.5,4.790497568275346
20.0,1.0,9.7979797979798
20.0,1.5,8.058361391694726
20.0,2.0,7.3699962588851475
20.0,2.5,7.106247661803217
20.0,3.0,8.002244668911336
20.0,3.5,7.805836139169473
20.0,4.0,8.247287691732138
20.0,4.5,8.488589599700713
20.0,5.0,8.668163112607559
20.0,5.5,8.561541339319117
20.0,6.0,8.774784885895997
20.0,6.5,8.610175832398054
20.0,7.0,8.85708941264497
20.0,7.5,8.660680882903108
20.0,8.0,8.619528619528618
20.0,8.5,8.363262252151141
20.0,9.0,8.48297792742237
20.0,9.5,8.638234193789748
20.0,10.0,8.554059109614663
20.0,10.5,9.075944631500187
20.0,11.0,8.314627759072202
20.0,11.5,8.5447063224841
21.0,0.5,4.30415263748597
21.0,1.0,10.58922558922559
21.0,1.5,6.750841750841751
21.0,2.0,7.16423494201272
21.0,2.5,7.008978675645342
21.0,3.0,7.424242424242424
21.0,3.5,8.537224092779649
21.0,4.0,8.484848484848484
21.0,4.5,8.314627759072206
21.0,5.0,8.473625140291809
21.0,5.5,8.501683501683502
21.0,6.0,8.486719042274595
21.0,6.5,8.26225215114104
21.0,7.0,8.724279835390945
21.0,7.5,8.466142910587354
21.0,8.0,8.140665918443695
21.0,8.5,8.862701084923309
21.0,9.0,9.010475121586234
21.0,9.5,9.450056116722786
21.0,10.0,8.112607557052002
21.0,10.5,8.355780022446687
21.0,11.0,8.501683501683504
21.0,11.5,9.573512906846242
22.0,0.5,3.7037037037037037
22.0,1.0,9.180695847362513
22.0,1.5,7.557052001496446
22.0,2.0,7.087542087542088
22.0,2.5,7.5271230826786395
22.0,3.0,7.4579124579124585
22.0,3.5,7.399925177702956
22.0,4.0,8.144407033295922
22.0,4.5,8.61391694725028
22.0,5.0,8.453049008604562
22.0,5.5,7.863823419378975
22.0,6.0,7.9087167976056865
22.0,6.5,7.6206509539842875
22.0,7.0,8.756079311634865
22.0,7.5,7.682379349046016
22.0,8.0,7.852600074822297
22.0,8.5,8.138795361017584
22.0,9.0,8.731762065095399
22.0,9.5,8.490460157126822
22.0,10.0,8.456790123456788
22.0,10.5,8.355780022446687
22.0,11.0,8.67564534231201
22.0,11.5,8.028432472876915
23.0,0.5,3.632622521511411
23.0,1.0,11.126075570520015
23.0,1.5,7.087542087542088
23.0,2.0,6.545080433969322
23.0,2.5,8.937523381967825
23.0,3.0,7.55892255892256
23.0,3.5,8.037785260007482
23.0,4.0,10.014964459408903
23.0,4.5,7.6225215114104
23.0,5.0,10.157126823793492
23.0,5.5,8.043396932285821
23.0,6.0,8.627010849233072
23.0,6.5,9.446315001870557
23.0,7.0,9.24803591470258
23.0,7.5,8.48858959970071
23.0,8.0,7.80396558174336
23.0,8.5,7.955480733258511
23.0,9.0,8.359521137298914
23.0,9.5,7.826412270856715
23.0,10.0,8.22484100261878
23.0,10.5,7.947998503554061
23.0,11.0,8.496071829405162
23.0,11.5,9.296670407781521
24.0,0.5,2.9442573887018333
24.0,1.0,9.438832772166107
24.0,1.5,5.761316872427983
24.0,2.0,6.913580246913581
24.0,2.5,8.342686120463899
24.0,3.0,7.858211747100635
24.0,3.5,7.82828282828283
24.0,4.0,8.469884025439583
24.0,4.5,9.055368499812944
24.0,5.0,8.174335952113731
24.0,5.5,8.823419378974934
24.0,6.0,8.318368873924431
24.0,6.5,9.287317620650953
24.0,7.0,8.645716423494202
24.0,7.5,8.724279835390947
24.0,8.0,8.771043771043772
24.0,8.5,8.56902356902357
24.0,9.0,8.80097268986158
24.0,9.5,9.126449682005239
24.0,10.0,7.9367751589973805
24.0,10.5,8.817807706696595
24.0,11.0,9.45379723157501
24.0,11.5,9.320987654320987
