G,speed,peak
0,0.1,10.622895622895621
0,0.30000000000000004,10.649083426861205
0,0.5000000000000001,10.585484474373365
0,0.7000000000000001,10.58922558922559
0,0.9000000000000001,10.47138047138047
0,1.1000000000000003,10.68275346053124
0,1.3000000000000003,10.637860082304528
0,1.5000000000000004,10.1870557426113
0,1.7000000000000004,10.349794238683128
0,1.9000000000000004,10.205761316872428
0,2.1000000000000005,10.516273849607183
0,2.3000000000000007,10.235690235690237
0,2.5000000000000004,10.559296670407782
0,2.7000000000000006,10.301159745604192
0,2.900000000000001,10.79124579124579
0,3.1000000000000005,10.47699214365881
0,3.3000000000000007,10.411522633744855
0,3.500000000000001,10.591096146651704
0,3.7000000000000006,10.398428731762065
0,3.900000000000001,10.140291806958473
0,4.1000000000000005,10.29554807332585
0,4.300000000000001,10.591096146651703
0,4.500000000000001,10.471380471380472
0,4.7,10.372240927796483
0,4.9,10.484474373363263
0,5.1000000000000005,10.374111485222597
0,5.300000000000001,10.598578376356155
0,5.500000000000001,10.579872802095025
0,5.700000000000001,10.198279087167975
0,5.9,10.183314627759072
0,6.1000000000000005,10.20763187429854
0,6.300000000000001,10.52001496445941
0,6.500000000000001,10.815563037785262
0,6.700000000000001,10.43771043771044
0,6.900000000000001,10.654695099139545
0,7.100000000000001,10.512532734754956
0,7.300000000000001,10.40216984661429
0,7.500000000000001,10.368499812944258
0,7.700000000000001,10.263748597081932
0,7.900000000000001,10.566778900112235
0,8.100000000000001,10.630377852600075
0,8.3,10.411522633744855
0,8.500000000000002,10.67153011597456
0,8.700000000000001,10.632248410026186
0,8.900000000000002,10.379723157500935
0,9.100000000000001,10.55742611298167
0,9.3,10.480733258511037
0,9.500000000000002,10.566778900112235
0,9.700000000000001,10.897867564534229
0,9.900000000000002,10.607931163486718
0,10.100000000000001,10.497568275346055
0,10.300000000000002,10.304900860456415
0,10.500000000000002,10.336700336700337
0,10.700000000000001,10.271230826786383
0,10.900000000000002,10.33295922184811
0,11.100000000000001,10.059857837635617
0,11.300000000000002,10.647212869435092
0,11.500000000000002,10.858585858585858
0,11.700000000000001,10.761316872427985
0,11.900000000000002,10.478862701084921
3,0.1,9.648335203890758
3,0.30000000000000004,9.7979797979798
3,0.5000000000000001,10.280583613916946
3,0.7000000000000001,10.679012345679013
3,0.9000000000000001,10.637860082304526
3,1.1000000000000003,10.781893004115226
3,1.3000000000000003,10.824915824915825
3,1.5000000000000004,10.549943883277216
3,1.7000000000000004,10.533108866442202
3,1.9000000000000004,11.025065469509917
3,2.1000000000000005,10.243172465394688
3,2.3000000000000007,10.415263748597084
3,2.5000000000000004,9.947624392068835
3,2.7000000000000006,10.183314627759074
3,2.900000000000001,10.121586232697346
3,3.1000000000000005,9.777403666292553
3,3.3000000000000007,9.620276842499067
3,3.500000000000001,9.81107369996259
3,3.7000000000000006,9.934530490086047
3,3.900000000000001,9.67452300785634
3,4.1000000000000005,9.682005237560793
3,4.300000000000001,9.56603067714179
3,4.500000000000001,9.682005237560793
3,4.7,9.820426487093155
3,4.9,9.37149270482604
3,5.1000000000000005,9.498690609801722
3,5.300000000000001,9.378974934530492
3,5.500000000000001,9.837261503928172
3,5.700000000000001,9.341563786008232
3,5.9,9.365881032547701
3,6.1000000000000005,9.021698466142908
3,6.300000000000001,9.337822671156003
3,6.500000000000001,9.375233819678265
3,6.700000000000001,9.143284698840255
3,6.900000000000001,9.551066217732885
3,7.100000000000001,9.624017957351292
3,7.300000000000001,9.455667789001122
3,7.500000000000001,9.629629629629632
3,7.700000000000001,9.255518144407034
3,7.900000000000001,9.201271979049757
3,8.100000000000001,9.304152637485972
3,8.3,9.281705948372615
3,8.500000000000002,9.616535727646838
3,8.700000000000001,9.45940890385335
3,8.900000000000002,8.954358398802842
3,9.100000000000001,9.064721286943511
3,9.3,9.002992891881783
3,9.500000000000002,9.115226337448561
3,9.700000000000001,9.225589225589225
3,9.900000000000002,9.036662925551814
3,10.100000000000001,9.229330340441454
3,10.300000000000002,9.154508043396932
3,10.500000000000002,9.315375982042648
3,10.700000000000001,9.266741488963708
3,10.900000000000002,8.88327721661055
3,11.100000000000001,9.08342686120464
3,11.300000000000002,9.19566030677142
3,11.500000000000002,9.37897493453049
3,11.700000000000001,9.182566404788625
3,11.900000000000002,9.104002992891882
6,0.1,9.102132435465771
6,0.30000000000000004,9.427609427609427
6,0.5000000000000001,9.315375982042651
6,0.7000000000000001,9.386457164234942
6,0.9000000000000001,9.35278713056491
6,1.1000000000000003,11.406659184436961
6,1.3000000000000003,11.105499438832773
6,1.5000000000000004,11.07744107744108
6,1.7000000000000004,10.727646838757952
6,1.9000000000000004,9.291058735503183
6,2.1000000000000005,9.205013093901984
6,2.3000000000000007,8.273475495697719
6,2.5000000000000004,8.35203890759446
6,2.7000000000000006,7.858211747100635
6,2.900000000000001,7.888140665918444
6,3.1000000000000005,7.068836513280957
6,3.3000000000000007,6.227085671530117
6,3.500000000000001,6.105499438832772
6,3.7000000000000006,6.432846988402544
6,3.900000000000001,5.33857089412645
6,4.1000000000000005,5.4657687991021335
6,4.300000000000001,5.147774036662927
6,4.500000000000001,4.975682753460532
6,4.7,4.509913954358398
6,4.9,4.713804713804714
6,5.1000000000000005,5.0392817059483725
6,5.300000000000001,4.7755331088664414
6,5.500000000000001,5.705200149644594
6,5.700000000000001,4.9046015712682385
6,5.9,4.833520389075946
6,6.1000000000000005,5.873550317994764
6,6.300000000000001,5.106621773288441
6,6.500000000000001,4.887766554433223
6,6.700000000000001,5.79685746352413
6,6.900000000000001,5.375982042648709
