G,speed,plvD_r,aecD_r,plvT_r,aecT_r,plvA_r,aecA_r,plvB_r,aecB_r,plvG_r,aecG_r
10,7,0.07921066148753685,0.13358286270330694,0.056111131363429656,0.1730069027856176,0.06844331692670871,0.06539677692578302,0.1225771371641374,0.177741573381416,0.06340085143756313,0.029671610408869994
10,2,0.0043855944965439765,-0.015294899718882357,0.23088043714178125,0.023248488209161988,0.08483292710775923,-0.01646586972025375,0.17761218714919008,0.11808151560051772,0.11021047401898722,-0.007499077366360724
